ticker,model,regime_type,regime,MAE,MSE,RMSE,MAPE,R2,EVS,drift_score,total_regimes,failed_regimes,regime_only_failure
AAPL,_NaiveModel,high_vol_regime,high_vol_regime,8.89,101.766,10.0879,0.0299,0.7342,0.7347,0.5,5,5,False
AAPL,_NaiveModel,high_vol_regime,normal_vol_regime,1.675,3.2798,1.811,0.0056,0.9866,0.9878,0.5,5,5,False
AMD,_NaiveModel,high_vol_regime,high_vol_regime,24.7431,717.2393,26.7813,0.0466,-0.5581,-0.5339,0.8333,5,5,False
AMD,_NaiveModel,high_vol_regime,normal_vol_regime,2.645,13.4222,3.6636,0.0053,0.9066,0.9553,0.5,5,5,False
AMZN,_NaiveModel,high_vol_regime,high_vol_regime,6.006,38.5354,6.2077,0.0251,0.3281,0.3482,0.8333,5,5,False
AMZN,_NaiveModel,high_vol_regime,normal_vol_regime,1.812,3.9487,1.9871,0.0074,0.8651,0.8651,0.5,5,5,False
ASML,_NaiveModel,high_vol_regime,high_vol_regime,79.89,7787.7575,88.2483,0.0437,-0.2952,-0.1991,0.8333,5,5,False
ASML,_NaiveModel,high_vol_regime,normal_vol_regime,10.3933,122.4908,11.0676,0.0059,0.7862,0.9747,0.5,5,5,False
AVGO,_NaiveModel,high_vol_regime,high_vol_regime,11.5044,157.487,12.5494,0.0302,0.1005,0.1501,0.8333,5,5,False
AVGO,_NaiveModel,high_vol_regime,normal_vol_regime,2.7433,8.3434,2.8885,0.0073,0.9128,0.959,0.5,5,5,False
BRK-B,_NaiveModel,high_vol_regime,high_vol_regime,7.52,56.8209,7.538,0.0151,0.4301,0.4328,0.8333,5,5,False
BRK-B,_NaiveModel,high_vol_regime,normal_vol_regime,2.6062,8.4865,2.9132,0.0053,0.5421,0.5777,0.8333,5,5,False
CAT,_NaiveModel,high_vol_regime,high_vol_regime,33.0854,1387.6045,37.2506,0.0338,0.6187,0.6239,0.8333,5,5,False
CAT,_NaiveModel,high_vol_regime,normal_vol_regime,6.66,56.9585,7.5471,0.0069,0.9825,0.9961,0.5,5,5,False
COST,_NaiveModel,high_vol_regime,high_vol_regime,22.255,531.7516,23.0597,0.0235,-32.1476,-30.0794,0.8333,5,5,False
COST,_NaiveModel,high_vol_regime,normal_vol_regime,6.3864,49.3132,7.0223,0.0068,0.8478,0.8506,0.5,5,5,False
CRM,_NaiveModel,high_vol_regime,high_vol_regime,4.3367,22.0246,4.693,0.0263,0.7204,0.8382,0.5,5,5,False
CRM,_NaiveModel,high_vol_regime,normal_vol_regime,0.9433,1.146,1.0705,0.0058,0.9688,0.981,0.3333,5,5,False
GOOGL,_NaiveModel,high_vol_regime,high_vol_regime,11.4075,155.4259,12.467,0.0324,-16.3622,-16.3124,0.8333,5,5,False
GOOGL,_NaiveModel,high_vol_regime,normal_vol_regime,2.5391,8.4329,2.9039,0.0071,0.8676,0.8676,0.5,5,5,False
JNJ,_NaiveModel,high_vol_regime,high_vol_regime,5.8825,38.4237,6.1987,0.0235,0.7367,0.7711,0.5,5,5,False
JNJ,_NaiveModel,high_vol_regime,normal_vol_regime,1.9143,4.7691,2.1838,0.0077,0.8875,0.9279,0.5,5,5,False
