ticker,model,regime_type,regime,MAE,MSE,RMSE,MAPE,R2,EVS,drift_score,total_regimes,failed_regimes,regime_only_failure
AAPL,Top3Ensamble,high_vol_regime,high_vol_regime,5.0471,32.9255,5.7381,0.02,-6.9177,-4.7124,0.8333,5,5,False
AAPL,Top3Ensamble,high_vol_regime,normal_vol_regime,1.309,2.0189,1.4209,0.0052,0.8308,0.8324,0.5,5,5,False
AAPL,_NaiveModel,high_vol_regime,normal_vol_regime,1.065,1.7349,1.3171,0.0042,-81.5184,-27.5692,0.8333,3,3,False
AAPL,arima,high_vol_regime,high_vol_regime,5.0471,28.6146,5.3493,0.02,-5.8811,-4.2788,0.8333,5,5,False
AAPL,arima,high_vol_regime,normal_vol_regime,1.0881,1.4436,1.2015,0.0044,0.7752,0.7814,0.5,5,5,False
AAPL,lgbm,high_vol_regime,high_vol_regime,5.413,38.3449,6.1923,0.0214,-8.221,-4.5789,0.8333,5,5,False
AAPL,lgbm,high_vol_regime,normal_vol_regime,2.0197,5.3564,2.3144,0.008,0.551,0.6831,0.8333,5,5,False
AAPL,linreg,high_vol_regime,high_vol_regime,8.7368,105.94,10.2927,0.0346,-24.4758,-6.12,0.8333,5,5,False
AAPL,linreg,high_vol_regime,normal_vol_regime,6.2067,40.7574,6.3842,0.0248,-5.3458,0.6522,0.8333,5,5,False
AAPL,rf,high_vol_regime,high_vol_regime,5.1699,36.6382,6.053,0.0205,-7.8105,-5.2495,0.8333,5,4,True
AAPL,rf,high_vol_regime,normal_vol_regime,0.7808,0.9001,0.9487,0.0031,0.8599,0.8599,0.0,5,4,True
AAPL,xgb,high_vol_regime,high_vol_regime,4.5584,26.0496,5.1039,0.0181,-5.2643,-4.3687,0.8333,5,5,False
AAPL,xgb,high_vol_regime,normal_vol_regime,1.0037,1.7187,1.311,0.004,0.8559,0.8763,0.5,5,5,False
AMD,Top3Ensamble,high_vol_regime,high_vol_regime,9.2633,117.1217,10.8223,0.0451,-0.5178,-0.4873,0.8333,5,5,False
AMD,Top3Ensamble,high_vol_regime,normal_vol_regime,2.7729,9.975,3.1583,0.0137,-82.8089,-63.6034,0.8333,5,5,False
AMD,_NaiveModel,high_vol_regime,high_vol_regime,7.035,49.5563,7.0396,0.0329,-2.73,0.9951,0.6667,3,3,False
AMD,arima,high_vol_regime,high_vol_regime,9.075,108.0127,10.3929,0.0442,-0.3998,-0.3768,0.8333,5,5,False
AMD,arima,high_vol_regime,normal_vol_regime,1.565,3.087,1.757,0.0077,-24.9366,-19.578,0.8333,5,5,False
AMD,lgbm,high_vol_regime,high_vol_regime,9.0377,117.3727,10.8339,0.0437,-0.5211,-0.521,0.8333,5,5,False
AMD,lgbm,high_vol_regime,normal_vol_regime,3.8762,18.0067,4.2434,0.0192,-150.2908,-125.2372,0.8333,5,5,False
AMD,linreg,high_vol_regime,high_vol_regime,10.3708,161.6186,12.7129,0.0505,-1.569,-1.3213,1.0,5,5,False
AMD,linreg,high_vol_regime,normal_vol_regime,9.8561,123.7975,11.1264,0.0488,-1039.1355,-222.9446,0.8333,5,5,False
AMD,rf,high_vol_regime,high_vol_regime,9.6773,133.6808,11.562,0.0473,-0.7324,-0.5972,0.8333,5,5,False
AMD,rf,high_vol_regime,normal_vol_regime,2.8776,12.3218,3.5102,0.0142,-102.5267,-68.573,0.8333,5,5,False
AMD,xgb,high_vol_regime,high_vol_regime,18.3958,474.1681,21.7754,0.0902,-6.537,-4.48,1.0,5,5,False
AMD,xgb,high_vol_regime,normal_vol_regime,11.2857,229.3945,15.1458,0.0559,-1926.3514,-1069.1226,1.0,5,5,False
AMZN,Top3Ensamble,high_vol_regime,high_vol_regime,5.0963,29.4211,5.4241,0.0246,-0.7014,-0.701,0.8333,5,5,False
AMZN,Top3Ensamble,high_vol_regime,normal_vol_regime,2.7251,7.4261,2.7251,0.0136,,1.0,0.5,5,5,False
AMZN,_NaiveModel,high_vol_regime,normal_vol_regime,1.55,2.965,1.7219,0.0074,-17.5312,-14.0156,0.8333,4,3,True
AMZN,arima,high_vol_regime,high_vol_regime,5.305,31.8005,5.6392,0.0257,-1.0774,-1.0587,0.8333,5,5,False
AMZN,arima,high_vol_regime,normal_vol_regime,1.9312,3.7297,1.9312,0.0096,,1.0,0.5,5,5,False
