ticker,model,regime_type,regime,MAE,MSE,RMSE,MAPE,R2,EVS,drift_score,total_regimes,failed_regimes,regime_only_failure
AAPL,_NaiveModel,high_vol_regime,high_vol_regime,5.4545,33.9726,5.8286,0.0196,0.5588,0.6351,0.8333,5,5,False
AAPL,_NaiveModel,high_vol_regime,normal_vol_regime,1.2067,2.5543,1.5982,0.0044,0.9274,0.9287,0.5,5,5,False
AMD,_NaiveModel,high_vol_regime,high_vol_regime,21.0621,741.1828,27.2247,0.057,0.6858,0.752,0.8333,5,5,False
AMD,_NaiveModel,high_vol_regime,normal_vol_regime,1.87,3.4969,1.87,0.0061,,1.0,0.5,5,5,False
AMZN,_NaiveModel,high_vol_regime,high_vol_regime,4.7517,26.5737,5.155,0.018,0.1768,0.5516,0.8333,5,5,False
AMZN,_NaiveModel,high_vol_regime,normal_vol_regime,1.6611,3.2079,1.7911,0.0063,0.9645,0.9647,0.5,5,5,False
ASML,_NaiveModel,high_vol_regime,high_vol_regime,43.4117,2460.2694,49.6011,0.0294,0.3042,0.3484,0.8333,5,5,False
ASML,_NaiveModel,high_vol_regime,normal_vol_regime,12.2666,156.1009,12.494,0.0086,0.6322,0.7148,0.6667,5,5,False
AVGO,_NaiveModel,high_vol_regime,high_vol_regime,12.1467,176.7307,13.294,0.0292,-0.5802,-0.5196,0.8333,5,5,False
AVGO,_NaiveModel,high_vol_regime,normal_vol_regime,3.0667,10.1751,3.1898,0.0073,0.8218,0.8218,0.5,5,5,False
BRK-B,_NaiveModel,high_vol_regime,normal_vol_regime,3.164,12.3198,3.51,0.0067,0.0755,0.0761,0.8333,4,4,False
CAT,_NaiveModel,high_vol_regime,high_vol_regime,30.8043,1401.3691,37.4349,0.0348,-0.0881,0.0752,0.8333,5,5,False
CAT,_NaiveModel,high_vol_regime,normal_vol_regime,3.8363,22.1759,4.7091,0.0047,0.9835,0.9835,0.5,5,5,False
COST,_NaiveModel,high_vol_regime,high_vol_regime,16.495,279.3663,16.7143,0.0164,-3.0627,-3.0602,0.8333,5,5,False
COST,_NaiveModel,high_vol_regime,normal_vol_regime,4.14,24.3296,4.9325,0.0041,0.5165,0.5348,0.8333,5,5,False
CRM,_NaiveModel,high_vol_regime,high_vol_regime,5.765,47.9976,6.928,0.0321,-1.1341,-1.1213,0.8333,5,5,False
CRM,_NaiveModel,high_vol_regime,normal_vol_regime,1.05,1.4102,1.1875,0.0057,0.7975,0.944,0.5,5,5,False
GOOGL,_NaiveModel,high_vol_regime,high_vol_regime,9.69,186.7415,13.6653,0.0262,0.6957,0.7835,0.6667,5,5,False
GOOGL,_NaiveModel,high_vol_regime,normal_vol_regime,1.0486,2.1669,1.472,0.0027,0.9961,0.9961,0.5,5,5,False
JNJ,_NaiveModel,high_vol_regime,high_vol_regime,3.5617,13.2236,3.6364,0.0156,-1.4369,-0.6662,0.8333,5,5,False
JNJ,_NaiveModel,high_vol_regime,normal_vol_regime,1.4656,2.8523,1.6889,0.0065,0.5338,0.5345,0.8333,5,5,False
JPM,_NaiveModel,high_vol_regime,high_vol_regime,5.3986,31.7141,5.6315,0.0174,-0.2929,-0.2684,0.8333,5,5,False
JPM,_NaiveModel,high_vol_regime,normal_vol_regime,1.625,4.1416,2.0351,0.0052,-0.6357,-0.5887,0.8333,5,5,False
LLY,_NaiveModel,high_vol_regime,high_vol_regime,27.917,1159.3012,34.0485,0.0302,0.406,0.4089,0.8333,5,5,False
LLY,_NaiveModel,high_vol_regime,normal_vol_regime,4.622,24.5621,4.956,0.005,0.9847,0.9849,0.5,5,5,False
LMT,_NaiveModel,high_vol_regime,high_vol_regime,12.7525,198.7245,14.097,0.0238,0.7433,0.8915,0.5,5,5,False
LMT,_NaiveModel,high_vol_regime,normal_vol_regime,3.0571,13.5857,3.6859,0.0059,-1.4561,-1.4561,0.8333,5,5,False
MA,_NaiveModel,high_vol_regime,high_vol_regime,11.5929,164.389,12.8214,0.0229,-0.9665,-0.9456,0.8333,5,5,False
MA,_NaiveModel,high_vol_regime,normal_vol_regime,3.3787,14.7004,3.8341,0.0067,0.7514,0.8238,0.5,5,5,False
MCD,_NaiveModel,high_vol_regime,high_vol_regime,6.18,42.1823,6.4948,0.0213,0.5899,0.8339,0.6667,5,5,False
MCD,_NaiveModel,high_vol_regime,normal_vol_regime,1.8856,4.2471,2.0608,0.0064,0.9186,0.9259,0.5,5,5,False
META,_NaiveModel,high_vol_regime,high_vol_regime,20.2333,698.8388,26.4356,0.0319,0.1607,0.3424,0.8333,5,5,False
META,_NaiveModel,high_vol_regime,normal_vol_regime,3.9155,18.6178,4.3148,0.0061,0.9809,0.9812,0.5,5,5,False
MRK,_NaiveModel,high_vol_regime,high_vol_regime,2.4829,7.098,2.6642,0.0221,-0.1746,0.0394,0.8333,5,5,False
MRK,_NaiveModel,high_vol_regime,normal_vol_regime,0.6287,0.5627,0.7501,0.0056,0.5909,0.5917,0.3333,5,5,False
MSFT,_NaiveModel,high_vol_regime,high_vol_regime,9.5863,111.0235,10.5368,0.0229,-1.0858,-1.0842,0.8333,5,5,False
MSFT,_NaiveModel,high_vol_regime,normal_vol_regime,2.8257,11.0334,3.3217,0.0067,0.7252,0.7398,0.5,5,5,False
NEE,_NaiveModel,high_vol_regime,high_vol_regime,2.7,9.9245,3.1503,0.0283,-0.9744,-0.8965,0.8333,5,4,True
NEE,_NaiveModel,high_vol_regime,normal_vol_regime,0.6075,0.4753,0.6894,0.0064,0.9012,0.9357,0.0,5,4,True
NVDA,_NaiveModel,high_vol_regime,high_vol_regime,5.819,43.5507,6.5993,0.028,-0.294,-0.1935,0.8333,5,5,False
NVDA,_NaiveModel,high_vol_regime,normal_vol_regime,1.138,2.0145,1.4193,0.0057,0.4052,0.6853,0.8333,5,5,False
ORCL,_NaiveModel,high_vol_regime,high_vol_regime,5.9058,44.5998,6.6783,0.0332,0.5027,0.5315,0.8333,5,4,True
ORCL,_NaiveModel,high_vol_regime,normal_vol_regime,0.7467,0.7552,0.869,0.0039,0.9932,0.9958,0.0,5,4,True
PG,_NaiveModel,high_vol_regime,high_vol_regime,2.6662,7.4273,2.7253,0.0183,-1.0044,-0.9124,0.8333,5,4,True
PG,_NaiveModel,high_vol_regime,normal_vol_regime,0.5943,0.524,0.7239,0.0041,0.8666,0.9565,0.0,5,4,True
PLTR,_NaiveModel,high_vol_regime,high_vol_regime,5.0278,36.255,6.0212,0.0356,-0.1969,-0.1421,0.8333,5,4,True
