ticker,model,MAE,MSE,RMSE,MAPE,R2,EVS,drift_score
BIMBOA.MX,Top3Ensamble,0.5799,0.4425,0.6652,0.0098,0.0021,0.0781,0.3333
BIMBOA.MX,arima,0.5723,0.4358,0.6602,0.0097,0.0853,0.0931,0.3333
BIMBOA.MX,lgbm,0.6505,0.5347,0.7312,0.011,-0.2058,0.0703,0.3333
BIMBOA.MX,rf,0.1342,0.018,0.1342,0.0023,,1.0,0.0
BIMBOA.MX,xgb,0.6512,0.5328,0.7299,0.011,-0.1182,-0.0862,0.3333
CEMEXCPO.MX,Top3Ensamble,0.2932,0.1389,0.3727,0.0142,0.4888,0.5025,0.3333
CEMEXCPO.MX,arima,0.2812,0.1202,0.3466,0.0136,0.5579,0.5592,0.3333
CEMEXCPO.MX,rf,0.3179,0.1677,0.4095,0.0153,0.383,0.4518,0.3333
CEMEXCPO.MX,xgb,0.6483,0.4203,0.6483,0.0306,,1.0,0.0
EEM,Top3Ensamble,0.4391,0.331,0.5753,0.0081,0.6598,0.7166,0.1667
EEM,arima,0.3536,0.1952,0.4418,0.0066,0.6472,0.6472,0.3333
EEM,rf,0.6734,0.6471,0.8044,0.0124,0.3349,0.6163,0.3333
EEM,xgb,0.8187,0.6703,0.8187,0.0144,,1.0,0.0
GFNORTEO.MX,Top3Ensamble,2.5405,10.4454,3.2319,0.015,-0.3918,-0.3666,0.8333
GFNORTEO.MX,lgbm,2.6347,6.9419,2.6347,0.0152,,1.0,0.5
GFNORTEO.MX,rf,2.5284,10.5055,3.2412,0.0149,-0.3998,-0.3785,0.8333
GFNORTEO.MX,xgb,2.5503,10.8548,3.2947,0.015,-0.6203,-0.6065,0.8333
GLD,Top3Ensamble,4.5506,42.8698,6.5475,0.0113,0.2436,0.3013,0.8333
GLD,arima,3.9604,39.2299,6.2634,0.0098,0.3078,0.3188,0.8333
GLD,lgbm,10.6013,112.3871,10.6013,0.0259,,1.0,0.5
GLD,rf,4.865,47.0771,6.8613,0.0121,0.1694,0.2314,0.8333
GLD,xgb,4.8617,40.4919,6.3633,0.0121,0.2551,0.3445,0.8333
IEF,Top3Ensamble,0.2212,0.0758,0.2754,0.0023,-1.1311,-0.9732,0.3333
IEF,arima,0.1847,0.0536,0.2314,0.0019,-0.4048,-0.3955,0.3333
IEF,lgbm,0.2453,0.0872,0.2953,0.0025,-1.2879,-1.0329,0.3333
IEF,linreg,0.8882,0.789,0.8882,0.0092,,1.0,0.0
IEF,rf,0.1896,0.0563,0.2373,0.002,-0.5821,-0.4923,0.3333
IEF,xgb,0.5213,0.2718,0.5213,0.0054,,1.0,0.0
QQQ,Top3Ensamble,3.6992,25.0504,5.005,0.006,0.5051,0.5052,0.8333
QQQ,lgbm,3.9069,31.9768,5.6548,0.0064,0.3683,0.3747,0.8333
QQQ,rf,3.7063,23.7468,4.8731,0.006,0.5309,0.5322,0.8333
QQQ,xgb,3.5685,22.3941,4.7322,0.0058,0.587,0.5883,0.8333
SPY,Top3Ensamble,3.3595,15.0443,3.8787,0.0049,0.439,0.4616,0.8333
SPY,arima,3.1831,15.1449,3.8916,0.0047,0.4492,0.5055,0.8333
SPY,lgbm,3.2411,10.5048,3.2411,0.0047,,1.0,0.5
SPY,rf,3.4667,16.6615,4.0819,0.0051,0.3787,0.4505,0.8333
SPY,xgb,3.729,18.8397,4.3405,0.0055,0.3149,0.422,0.8333
VNQ,Top3Ensamble,0.3591,0.159,0.3988,0.004,0.1654,0.1925,0.3333
VNQ,arima,0.2143,0.0459,0.2143,0.0024,,1.0,0.0
VNQ,lgbm,0.3851,0.234,0.4837,0.0043,-0.1652,0.4549,0.3333
VNQ,rf,0.4041,0.2344,0.4841,0.0045,-0.2298,-0.0658,0.3333
VNQ,xgb,0.421,0.2108,0.4591,0.0047,-0.0499,0.0138,0.3333
WALMEX.MX,Top3Ensamble,0.5271,0.5935,0.7704,0.0093,0.4533,0.4868,0.3333
WALMEX.MX,arima,0.072,0.0052,0.072,0.0013,,1.0,0.0
WALMEX.MX,lgbm,0.1721,0.0296,0.1721,0.0031,,1.0,0.0
WALMEX.MX,rf,0.5104,0.5307,0.7285,0.009,0.5112,0.5208,0.3333
WALMEX.MX,xgb,0.5933,0.7359,0.8578,0.0104,0.3269,0.4089,0.3333
