ticker,model,MAE,MSE,RMSE,MAPE,R2,EVS,drift_score
BIMBOA.MX,Top3Ensamble,0.8243,1.2123,1.1011,0.013,0.423,0.5308,0.6667
BIMBOA.MX,arima,0.7591,0.9077,0.9528,0.012,0.568,0.5972,0.3333
BIMBOA.MX,lgbm,0.9352,1.5232,1.2342,0.0148,0.2751,0.5069,0.6667
BIMBOA.MX,xgb,0.8744,1.3832,1.1761,0.0138,0.3417,0.4523,0.6667
CEMEXCPO.MX,Top3Ensamble,0.4241,0.2348,0.4845,0.0246,-1.0521,0.3356,0.3333
CEMEXCPO.MX,arima,0.23,0.0763,0.2763,0.0135,0.3328,0.3511,0.3333
CEMEXCPO.MX,lgbm,0.2332,0.0793,0.2817,0.0136,0.3065,0.3256,0.3333
CEMEXCPO.MX,linreg,1.1945,1.5108,1.2292,0.0694,-12.2057,0.2657,1.0
EEM,Top3Ensamble,0.3369,0.1831,0.4279,0.0065,0.8754,0.9318,0.0
EEM,arima,0.2726,0.1105,0.3325,0.0053,0.9248,0.9473,0.0
EEM,lgbm,0.4665,0.3114,0.5581,0.009,0.788,0.8786,0.0
EEM,rf,0.336,0.1889,0.4346,0.0065,0.8714,0.9399,0.0
GFNORTEO.MX,Top3Ensamble,2.3364,7.1792,2.6794,0.013,0.6311,0.6663,0.8333
GFNORTEO.MX,arima,2.2114,6.0939,2.4686,0.0123,0.6869,0.6949,0.8333
GFNORTEO.MX,lgbm,2.4679,8.7631,2.9602,0.0137,0.5498,0.6314,0.8333
GLD,Top3Ensamble,2.4876,8.3266,2.8856,0.0074,0.718,0.7365,0.5
GLD,arima,2.3596,7.4964,2.738,0.007,0.7461,0.7629,0.5
GLD,lgbm,2.7653,10.418,3.2277,0.0082,0.6472,0.6674,0.8333
IEF,Top3Ensamble,0.2469,0.0781,0.2795,0.0026,0.3813,0.5489,0.3333
IEF,lgbm,0.2518,0.0843,0.2903,0.0026,0.3326,0.5358,0.3333
IEF,rf,0.2465,0.0718,0.268,0.0025,0.4309,0.5261,0.3333
IEF,xgb,0.2465,0.0844,0.2906,0.0025,0.3313,0.551,0.3333
QQQ,Top3Ensamble,4.7176,28.9562,5.3811,0.0081,0.6883,0.9217,0.6667
QQQ,arima,2.9886,11.3789,3.3733,0.0051,0.8775,0.92,0.5
QQQ,lgbm,4.4021,25.0857,5.0086,0.0075,0.7299,0.9169,0.5
QQQ,xgb,7.8153,71.6052,8.462,0.0133,0.2291,0.8867,0.6667
SPY,Top3Ensamble,4.2025,24.7159,4.9715,0.0064,0.4736,0.7927,0.6667
SPY,arima,2.531,8.3614,2.8916,0.0039,0.8219,0.8541,0.5
SPY,lgbm,3.7937,21.3765,4.6235,0.0058,0.5447,0.814,0.6667
SPY,xgb,7.1939,65.3723,8.0853,0.011,-0.3924,0.6002,0.8333
VNQ,Top3Ensamble,0.5757,0.5708,0.7555,0.0063,-0.1037,-0.0955,0.3333
VNQ,lgbm,0.6414,0.6087,0.7802,0.007,-0.177,-0.1252,0.3333
VNQ,rf,0.5284,0.5577,0.7468,0.0057,-0.0784,-0.0784,0.3333
VNQ,xgb,0.5797,0.5938,0.7706,0.0063,-0.1483,-0.1458,0.3333
WALMEX.MX,Top3Ensamble,0.6534,0.5866,0.7659,0.0116,-1.0277,-0.9916,0.3333
WALMEX.MX,arima,0.5674,0.5448,0.7381,0.0101,-0.8835,-0.8593,0.3333
WALMEX.MX,linreg,0.8183,0.849,0.9214,0.0145,-1.935,-1.6532,0.3333
WALMEX.MX,rf,0.5848,0.4933,0.7024,0.0104,-0.7053,-0.6673,0.3333
