ticker,model,MAE,MSE,RMSE,MAPE,R2,EVS,drift_score
BIMBOA.MX,Top3Ensamble,1.1031,1.7186,1.311,0.0182,0.351,0.41,0.8333
BIMBOA.MX,arima,0.6928,0.5305,0.7283,0.0117,-1.1845,-1.1839,0.3333
BIMBOA.MX,lgbm,1.151,1.9751,1.4054,0.019,0.2542,0.3608,0.8333
BIMBOA.MX,rf,1.3715,2.3904,1.5461,0.0225,0.3998,0.4724,0.8333
BIMBOA.MX,xgb,0.742,0.6568,0.8104,0.0125,-1.7047,-1.6602,0.3333
CEMEXCPO.MX,Top3Ensamble,0.322,0.2018,0.4492,0.0149,0.3813,0.4583,0.3333
CEMEXCPO.MX,arima,0.2971,0.1768,0.4205,0.0138,0.4578,0.4689,0.3333
CEMEXCPO.MX,rf,0.3672,0.2367,0.4865,0.017,0.2742,0.4433,0.3333
CEMEXCPO.MX,xgb,0.4607,0.3621,0.6017,0.0212,-0.1131,0.2341,0.3333
EEM,Top3Ensamble,0.3709,0.224,0.4733,0.0066,0.8994,0.9013,0.0
EEM,arima,0.2385,0.0712,0.2667,0.0044,0.5097,0.6347,0.3333
EEM,rf,0.5448,0.3963,0.6295,0.0097,0.8221,0.8334,0.0
EEM,xgb,0.556,0.379,0.6156,0.0097,-1.4097,-0.2987,0.3333
GFNORTEO.MX,Top3Ensamble,1.8506,7.3673,2.7143,0.0107,0.0468,0.069,0.8333
GFNORTEO.MX,lgbm,2.2702,9.8851,3.1441,0.0131,0.0486,0.0672,0.8333
GFNORTEO.MX,rf,1.7956,8.0232,2.8325,0.0104,-0.0381,0.0023,0.8333
GFNORTEO.MX,xgb,1.4964,3.5885,1.8943,0.0088,-0.1122,-0.1104,0.8333
GLD,Top3Ensamble,5.5768,53.9576,7.3456,0.0136,0.2986,0.3744,0.8333
GLD,arima,4.8302,44.5522,6.6747,0.0118,0.4209,0.4351,0.8333
GLD,lgbm,3.8237,28.0881,5.2998,0.0092,0.2461,0.5377,0.8333
GLD,rf,7.435,89.0382,9.436,0.0181,-0.1573,0.0562,0.8333
GLD,xgb,6.1432,65.0401,8.0647,0.0152,-0.4562,-0.4408,0.8333
IEF,Top3Ensamble,0.2463,0.0893,0.2988,0.0026,-3.4043,-2.9424,0.3333
IEF,arima,0.2214,0.0748,0.2734,0.0023,-1.5936,-1.067,0.3333
IEF,lgbm,0.2423,0.0835,0.2889,0.0025,-1.8955,-1.8925,0.3333
IEF,linreg,0.4764,0.2945,0.5427,0.0049,-23.1016,-4.5293,0.3333
IEF,rf,0.1832,0.0507,0.2251,0.0019,-1.4999,-1.4997,0.3333
IEF,xgb,0.2705,0.1018,0.3191,0.0028,-7.3312,-4.4557,0.3333
QQQ,Top3Ensamble,3.3574,17.5639,4.1909,0.0054,-0.3438,-0.2832,0.8333
QQQ,lgbm,3.4278,20.8591,4.5672,0.0055,-0.5959,-0.593,0.8333
QQQ,rf,3.5888,19.263,4.389,0.0058,-0.4738,-0.2974,0.8333
QQQ,xgb,2.8648,12.1998,3.4928,0.0046,-0.3927,-0.3626,0.8333
SPY,Top3Ensamble,2.8381,10.7387,3.277,0.0041,0.3411,0.4073,0.8333
SPY,arima,2.9491,12.0275,3.4681,0.0043,-0.1309,-0.0601,0.8333
SPY,lgbm,2.5246,8.5483,2.9237,0.0037,-0.4105,-0.3864,0.8333
SPY,rf,3.0129,12.4501,3.5285,0.0044,0.2361,0.4157,0.8333
SPY,xgb,3.4667,15.7322,3.9664,0.0051,-0.4792,-0.0723,0.8333
VNQ,Top3Ensamble,0.4617,0.2723,0.5218,0.0052,0.4521,0.4871,0.3333
VNQ,arima,0.522,0.3522,0.5934,0.0058,0.278,0.4725,0.3333
VNQ,lgbm,0.4017,0.2416,0.4915,0.0045,-0.8643,0.1757,0.3333
VNQ,rf,0.4916,0.3434,0.586,0.0055,0.309,0.4556,0.3333
VNQ,xgb,0.4577,0.2207,0.4698,0.0052,-0.7032,-0.628,0.3333
WALMEX.MX,Top3Ensamble,0.4717,0.4515,0.672,0.0082,0.2248,0.2438,0.3333
WALMEX.MX,arima,0.5532,0.5643,0.7512,0.0096,-0.0644,0.0853,0.3333
WALMEX.MX,lgbm,0.6527,0.6446,0.8028,0.0113,-0.2157,0.0035,0.3333
WALMEX.MX,rf,0.4672,0.4511,0.6716,0.0081,0.2255,0.3118,0.3333
WALMEX.MX,xgb,0.373,0.3882,0.6231,0.0066,-0.8861,-0.3932,0.3333
