ticker,model,regime_type,regime,MAE,MSE,RMSE,MAPE,R2,EVS,drift_score,total_regimes,failed_regimes,regime_only_failure
AAPL,_NaiveModel,high_vol_regime,high_vol_regime,8.708,88.3225,9.398,0.0273,0.6229,0.7689,0.6667,5,5,False
AAPL,_NaiveModel,high_vol_regime,normal_vol_regime,2.155,6.0391,2.4575,0.0066,0.9375,0.9375,0.5,5,5,False
AMD,_NaiveModel,high_vol_regime,high_vol_regime,24.3743,724.9316,26.9246,0.048,0.4197,0.5926,0.8333,5,5,False
AMD,_NaiveModel,high_vol_regime,normal_vol_regime,5.18,26.8323,5.18,0.0104,,1.0,0.5,5,5,False
AMZN,_NaiveModel,high_vol_regime,high_vol_regime,6.8233,56.2151,7.4977,0.0289,0.4066,0.8981,0.6667,5,5,False
AMZN,_NaiveModel,high_vol_regime,normal_vol_regime,1.9317,4.4544,2.1105,0.0079,0.8971,0.8974,0.5,5,5,False
ASML,_NaiveModel,high_vol_regime,high_vol_regime,68.3345,5724.1737,75.6583,0.0395,0.2395,0.6707,0.8333,5,5,False
ASML,_NaiveModel,high_vol_regime,normal_vol_regime,4.245,30.6801,5.539,0.0024,0.9573,0.9743,0.5,5,5,False
AVGO,_NaiveModel,high_vol_regime,high_vol_regime,11.13,138.8296,11.7826,0.0294,-0.3397,-0.0628,0.8333,5,5,False
AVGO,_NaiveModel,high_vol_regime,normal_vol_regime,2.6383,8.3334,2.8868,0.0069,0.9264,0.9693,0.5,5,5,False
BRK-B,_NaiveModel,high_vol_regime,high_vol_regime,11.615,147.689,12.1527,0.0227,-27.0403,-1.4265,0.8333,5,5,False
BRK-B,_NaiveModel,high_vol_regime,normal_vol_regime,2.1762,6.4993,2.5494,0.0044,0.8002,0.8028,0.5,5,5,False
CAT,_NaiveModel,high_vol_regime,high_vol_regime,31.9027,1333.1611,36.5125,0.0357,0.61,0.7883,0.6667,5,5,False
CAT,_NaiveModel,high_vol_regime,normal_vol_regime,3.7025,17.8042,4.2195,0.0042,0.3181,0.3264,0.8333,5,5,False
COST,_NaiveModel,high_vol_regime,high_vol_regime,21.895,517.6612,22.7522,0.023,-7.6091,0.3635,0.8333,5,5,False
COST,_NaiveModel,high_vol_regime,normal_vol_regime,5.7218,42.8054,6.5426,0.0061,0.8053,0.8057,0.5,5,5,False
CRM,_NaiveModel,high_vol_regime,high_vol_regime,6.0177,40.3593,6.3529,0.0353,0.365,0.5494,0.8333,5,5,False
CRM,_NaiveModel,high_vol_regime,normal_vol_regime,1.365,2.1602,1.4698,0.0081,0.8443,0.8657,0.5,5,5,False
GOOGL,_NaiveModel,high_vol_regime,high_vol_regime,10.4,153.7022,12.3977,0.031,0.0346,0.1865,0.8333,5,5,False
GOOGL,_NaiveModel,high_vol_regime,normal_vol_regime,2.7475,9.7652,3.1249,0.0079,0.9533,0.954,0.5,5,5,False
JNJ,_NaiveModel,high_vol_regime,high_vol_regime,5.6633,36.3279,6.0273,0.0217,-0.0058,0.4959,0.8333,5,5,False
JNJ,_NaiveModel,high_vol_regime,normal_vol_regime,1.6956,3.889,1.9721,0.0066,0.9019,0.925,0.5,5,5,False
JPM,_NaiveModel,high_vol_regime,high_vol_regime,8.5667,81.5459,9.0303,0.0251,-2.0833,-2.0823,0.8333,5,5,False
JPM,_NaiveModel,high_vol_regime,normal_vol_regime,2.08,5.2793,2.2977,0.006,0.9163,0.9191,0.5,5,5,False
LLY,_NaiveModel,high_vol_regime,high_vol_regime,27.5357,780.6423,27.94,0.0231,0.0033,0.1368,0.8333,5,5,False
