ticker,model,MAE,MSE,RMSE,MAPE,R2,EVS,drift_score
BIMBOA.MX,Top3Ensamble,1.0545,2.2907,1.5135,0.0159,0.6906,0.7088,0.6667
BIMBOA.MX,lgbm,1.1368,2.422,1.5563,0.0172,0.6728,0.6979,0.8333
BIMBOA.MX,rf,1.0167,2.2572,1.5024,0.0153,0.6951,0.7075,0.6667
CEMEXCPO.MX,Top3Ensamble,0.4272,0.2553,0.5053,0.0198,-0.284,-0.2816,0.3333
CEMEXCPO.MX,arima,0.4028,0.2564,0.5064,0.0187,-0.2896,-0.2312,0.3333
CEMEXCPO.MX,rf,0.4433,0.2647,0.5145,0.0206,-0.3313,-0.3226,0.3333
CEMEXCPO.MX,xgb,0.4355,0.2649,0.5147,0.0202,-0.332,-0.332,0.3333
EEM,Top3Ensamble,0.5708,0.5357,0.7319,0.0095,0.3899,0.3921,0.3333
EEM,rf,0.7561,0.8939,0.9454,0.0126,-0.018,0.1521,0.3333
EEM,xgb,0.5539,0.5171,0.7191,0.0092,0.4111,0.5129,0.3333
GFNORTEO.MX,Top3Ensamble,4.013,22.9307,4.7886,0.0197,-1.2703,-0.9935,0.8333
GFNORTEO.MX,lgbm,2.9412,13.8145,3.7168,0.0145,-0.3677,-0.3561,0.8333
GFNORTEO.MX,rf,5.8101,50.2707,7.0902,0.0286,-3.9771,-2.6316,0.8333
GLD,Top3Ensamble,12.9496,325.5374,18.0427,0.0285,-0.9877,-0.9708,0.8333
GLD,arima,12.6336,334.4291,18.2874,0.0279,-1.042,-1.039,0.8333
GLD,lgbm,12.1511,285.8418,16.9069,0.0268,-0.7453,-0.7425,0.8333
GLD,rf,15.1294,392.3516,19.8079,0.0332,-1.3956,-1.2429,0.8333
IEF,Top3Ensamble,0.3238,0.1519,0.3897,0.0034,0.4878,0.7334,0.1667
IEF,linreg,0.5046,0.3315,0.5758,0.0052,-0.1181,0.6668,0.3333
IEF,rf,0.2285,0.0971,0.3115,0.0024,0.6726,0.7189,0.1667
IEF,xgb,0.2926,0.1279,0.3576,0.003,0.5687,0.7174,0.1667
QQQ,Top3Ensamble,7.2426,69.2504,8.3217,0.0119,0.0916,0.2547,0.8333
QQQ,lgbm,8.7763,100.7915,10.0395,0.0144,-0.3222,-0.0394,0.8333
QQQ,rf,5.9183,46.7138,6.8347,0.0097,0.3872,0.4634,0.8333
SPY,Top3Ensamble,4.6362,36.9003,6.0746,0.0068,-0.4116,-0.3295,0.8333
SPY,lgbm,5.2762,45.5108,6.7462,0.0077,-0.741,-0.5722,0.8333
SPY,rf,4.0528,30.0715,5.4838,0.0059,-0.1504,-0.1241,0.8333
VNQ,Top3Ensamble,0.7025,0.773,0.8792,0.0076,0.6977,0.7438,0.1667
VNQ,arima,0.7173,0.8105,0.9003,0.0077,0.683,0.7394,0.1667
VNQ,rf,0.6986,0.74,0.8602,0.0075,0.7106,0.7474,0.0
WALMEX.MX,Top3Ensamble,0.7678,1.0693,1.0341,0.0134,0.1892,0.1892,0.6667
WALMEX.MX,arima,0.7953,1.071,1.0349,0.0139,0.188,0.1949,0.6667
WALMEX.MX,lgbm,0.8342,1.2067,1.0985,0.0145,0.0851,0.0866,0.6667
WALMEX.MX,rf,0.7718,1.0137,1.0068,0.0134,0.2314,0.2328,0.6667
