ticker,model,MAE,MSE,RMSE,MAPE,R2,EVS,drift_score
BIMBOA.MX,Top3Ensamble,0.906,1.2939,1.1375,0.0154,-0.3157,-0.2707,0.6667
BIMBOA.MX,arima,0.8513,1.1676,1.0805,0.0144,-0.1873,-0.1789,0.6667
BIMBOA.MX,lgbm,0.9904,1.4598,1.2082,0.0168,-0.4844,-0.3941,0.6667
BIMBOA.MX,xgb,0.9477,1.377,1.1735,0.0161,-0.4003,-0.3405,0.6667
CEMEXCPO.MX,Top3Ensamble,0.2451,0.089,0.2983,0.0126,0.6064,0.6599,0.3333
CEMEXCPO.MX,arima,0.2462,0.0812,0.2849,0.0127,0.641,0.6443,0.3333
CEMEXCPO.MX,rf,0.264,0.1118,0.3343,0.0135,0.5056,0.6698,0.3333
EEM,Top3Ensamble,0.3778,0.2178,0.4667,0.007,0.3443,0.6412,0.3333
EEM,arima,0.2474,0.12,0.3465,0.0046,0.6385,0.6518,0.3333
EEM,rf,0.6944,0.6062,0.7786,0.0129,-0.8253,0.6265,0.3333
GFNORTEO.MX,Top3Ensamble,2.3432,9.7515,3.1227,0.0135,-0.4015,-0.289,0.8333
GFNORTEO.MX,rf,3.2078,22.8093,4.7759,0.0184,-2.2783,-1.9396,0.8333
GFNORTEO.MX,xgb,1.6977,4.9004,2.2137,0.0098,0.2957,0.3036,0.8333
GLD,Top3Ensamble,1.9336,8.0174,2.8315,0.005,0.6698,0.7659,0.6667
GLD,arima,1.5582,4.6511,2.1566,0.0041,0.8085,0.8219,0.5
GLD,rf,2.0024,8.5842,2.9299,0.0052,0.6465,0.7491,0.6667
GLD,xgb,2.5938,13.3006,3.647,0.0067,0.4522,0.696,0.8333
IEF,Top3Ensamble,0.2392,0.0882,0.297,0.0025,0.5936,0.5942,0.3333
IEF,arima,0.2462,0.0956,0.3093,0.0025,0.5595,0.5625,0.3333
IEF,lgbm,0.2398,0.092,0.3033,0.0025,0.5763,0.5857,0.3333
IEF,rf,0.2376,0.0908,0.3013,0.0025,0.5819,0.5829,0.3333
QQQ,Top3Ensamble,5.3732,50.5217,7.1079,0.0088,0.7095,0.7705,0.5
QQQ,lgbm,6.6427,65.8738,8.1163,0.0109,0.6213,0.7652,0.6667
QQQ,rf,4.6528,43.6706,6.6084,0.0077,0.7489,0.7749,0.5
QQQ,xgb,4.9969,48.1026,6.9356,0.0082,0.7234,0.7635,0.5
SPY,Top3Ensamble,4.1021,26.3508,5.1333,0.0061,0.7555,0.784,0.5
SPY,arima,3.7313,23.7623,4.8747,0.0056,0.7795,0.7795,0.5
SPY,rf,4.5068,30.6132,5.5329,0.0067,0.7159,0.7746,0.5
SPY,xgb,4.7969,30.7268,5.5432,0.0071,0.7149,0.7859,0.5
VNQ,Top3Ensamble,0.526,0.4338,0.6587,0.0059,0.2119,0.2119,0.3333
VNQ,lgbm,0.5745,0.495,0.7036,0.0064,0.1007,0.1085,0.3333
VNQ,rf,0.515,0.4058,0.637,0.0057,0.2629,0.2646,0.3333
VNQ,xgb,0.533,0.457,0.676,0.0059,0.1698,0.1875,0.3333
WALMEX.MX,Top3Ensamble,0.4173,0.3329,0.577,0.0069,0.79,0.7914,0.0
WALMEX.MX,rf,0.4469,0.3501,0.5917,0.0074,0.7791,0.7796,0.0
WALMEX.MX,xgb,0.4181,0.3467,0.5888,0.0069,0.7813,0.7905,0.0
