ticker,model,MAE,MSE,RMSE,MAPE,R2,EVS,drift_score
BIMBOA.MX,Top3Ensamble,0.8039,1.7845,1.3358,0.0125,0.7979,0.804,0.3333
BIMBOA.MX,lgbm,0.9868,2.0319,1.4254,0.0155,0.7698,0.7704,0.3333
BIMBOA.MX,rf,0.7207,1.68,1.2961,0.0112,0.8097,0.8274,0.3333
CEMEXCPO.MX,Top3Ensamble,0.3772,0.2193,0.4683,0.0172,0.3815,0.3954,0.3333
CEMEXCPO.MX,arima,0.3701,0.2024,0.4498,0.0169,0.4292,0.4316,0.3333
CEMEXCPO.MX,rf,0.3895,0.2359,0.4857,0.0178,0.3346,0.3884,0.3333
CEMEXCPO.MX,xgb,0.4257,0.2504,0.5004,0.0194,0.2937,0.3227,0.3333
EEM,Top3Ensamble,0.5456,0.4994,0.7067,0.0091,0.4419,0.4499,0.3333
EEM,rf,0.6422,0.673,0.8204,0.0108,0.2479,0.396,0.3333
EEM,xgb,0.7269,0.7775,0.8817,0.0121,0.1312,0.4481,0.3333
GFNORTEO.MX,Top3Ensamble,3.7491,23.4351,4.841,0.0188,0.6618,0.6995,0.8333
GFNORTEO.MX,lgbm,3.6199,22.3001,4.7223,0.0181,0.6782,0.6972,0.8333
GFNORTEO.MX,rf,4.0412,25.7903,5.0784,0.0202,0.6278,0.6905,0.8333
GLD,Top3Ensamble,13.1265,311.0829,17.6375,0.0286,-0.2301,-0.1221,0.8333
GLD,arima,12.0525,297.8061,17.2571,0.0264,-0.1776,-0.1482,0.8333
GLD,lgbm,13.9653,314.0181,17.7206,0.0304,-0.2417,-0.1161,0.8333
GLD,rf,14.285,354.8948,18.8387,0.0311,-0.4034,-0.1917,0.8333
IEF,Top3Ensamble,0.2694,0.1106,0.3326,0.0028,-0.8712,-0.0218,0.3333
IEF,linreg,0.5251,0.3338,0.5777,0.0055,-4.6473,-0.3174,0.3333
IEF,rf,0.1451,0.0426,0.2064,0.0015,0.2789,0.2938,0.3333
IEF,xgb,0.2515,0.0996,0.3157,0.0026,-0.686,-0.3699,0.3333
QQQ,Top3Ensamble,6.2045,53.7853,7.3338,0.0101,0.4153,0.4218,0.8333
QQQ,lgbm,7.1238,78.404,8.8546,0.0116,0.1477,0.1735,0.8333
QQQ,rf,5.2852,35.9908,5.9992,0.0086,0.6088,0.6088,0.8333
SPY,Top3Ensamble,4.0662,28.768,5.3636,0.0059,-0.4362,-0.4309,0.8333
SPY,lgbm,4.5285,35.4676,5.9555,0.0066,-0.7707,-0.768,0.8333
SPY,rf,3.6763,23.7262,4.871,0.0053,-0.1845,-0.1449,0.8333
VNQ,Top3Ensamble,0.6017,0.6043,0.7774,0.0066,0.613,0.6356,0.3333
VNQ,arima,0.605,0.6166,0.7852,0.0066,0.6051,0.6423,0.3333
VNQ,rf,0.6078,0.5999,0.7745,0.0067,0.6158,0.6275,0.3333
WALMEX.MX,Top3Ensamble,0.7745,1.0261,1.013,0.0135,0.0746,0.076,0.6667
WALMEX.MX,arima,0.8063,1.0136,1.0068,0.0141,0.0859,0.0953,0.6667
WALMEX.MX,lgbm,0.85,1.1762,1.0845,0.0149,-0.0607,-0.0575,0.6667
WALMEX.MX,rf,0.7419,0.962,0.9808,0.013,0.1325,0.1342,0.3333
