ticker,model,MAE,MSE,RMSE,MAPE,R2,EVS,drift_score
BIMBOA.MX,Top3Ensamble,0.9329,2.0337,1.4261,0.0143,0.8075,0.8238,0.3333
BIMBOA.MX,lgbm,1.0613,2.2937,1.5145,0.0163,0.7829,0.7983,0.5
BIMBOA.MX,rf,0.849,1.8835,1.3724,0.013,0.8217,0.8388,0.3333
CEMEXCPO.MX,Top3Ensamble,0.4477,0.2782,0.5274,0.0207,0.0464,0.0466,0.3333
CEMEXCPO.MX,arima,0.4264,0.272,0.5216,0.0197,0.0675,0.1003,0.3333
CEMEXCPO.MX,rf,0.4533,0.2883,0.5369,0.0209,0.0119,0.0266,0.3333
CEMEXCPO.MX,xgb,0.4777,0.3016,0.5492,0.022,-0.0337,-0.0332,0.3333
EEM,Top3Ensamble,0.6053,0.5643,0.7512,0.0101,0.2841,0.2841,0.3333
EEM,rf,0.7465,0.8498,0.9219,0.0125,-0.0783,0.1587,0.3333
EEM,xgb,0.6602,0.7094,0.8423,0.011,0.0999,0.3274,0.3333
GFNORTEO.MX,Top3Ensamble,4.4508,29.5726,5.4381,0.0221,0.1694,0.2944,0.8333
GFNORTEO.MX,lgbm,3.7945,22.6902,4.7634,0.0189,0.3627,0.3831,0.8333
GFNORTEO.MX,rf,5.4905,46.7335,6.8362,0.0272,-0.3125,0.0058,0.8333
GLD,Top3Ensamble,14.0329,341.2074,18.4718,0.0305,-0.4035,-0.3517,0.8333
GLD,arima,13.4964,338.2587,18.3918,0.0295,-0.3914,-0.3863,0.8333
GLD,lgbm,14.3237,330.7149,18.1856,0.0311,-0.3603,-0.3049,0.8333
GLD,rf,15.2678,387.896,19.6951,0.0332,-0.5955,-0.4542,0.8333
IEF,Top3Ensamble,0.3086,0.1432,0.3784,0.0032,0.2559,0.607,0.3333
IEF,linreg,0.5315,0.3403,0.5833,0.0055,-0.7681,0.5884,0.3333
IEF,rf,0.2161,0.0899,0.2998,0.0022,0.5329,0.5854,0.3333
IEF,xgb,0.2914,0.123,0.3507,0.003,0.3608,0.5081,0.3333
QQQ,Top3Ensamble,6.8039,64.3298,8.0206,0.0111,0.4969,0.5521,0.8333
QQQ,lgbm,8.0919,92.5893,9.6223,0.0133,0.2758,0.3791,0.8333
QQQ,rf,5.7104,43.9978,6.6331,0.0093,0.6559,0.678,0.8333
SPY,Top3Ensamble,4.3376,34.0592,5.836,0.0063,-0.1306,-0.0861,0.8333
SPY,lgbm,4.8642,41.6687,6.4551,0.0071,-0.3832,-0.2756,0.8333
SPY,rf,3.8887,28.1728,5.3078,0.0057,0.0648,0.0736,0.8333
VNQ,Top3Ensamble,0.6485,0.7035,0.8388,0.007,0.7192,0.7608,0.0
VNQ,arima,0.6479,0.7236,0.8506,0.007,0.7113,0.7661,0.0
VNQ,rf,0.6593,0.6904,0.8309,0.0072,0.7245,0.7545,0.0
WALMEX.MX,Top3Ensamble,0.7079,0.9577,0.9786,0.0124,0.1677,0.1677,0.3333
WALMEX.MX,arima,0.7503,0.9652,0.9825,0.0131,0.1612,0.1673,0.3333
WALMEX.MX,lgbm,0.7825,1.0815,1.04,0.0137,0.0602,0.0609,0.6667
WALMEX.MX,rf,0.706,0.9032,0.9504,0.0123,0.2151,0.2183,0.3333
