ticker,model,MAE,MSE,RMSE,MAPE,R2,EVS,drift_score
BIMBOA.MX,Top3Ensamble,0.852,1.1811,1.0868,0.0142,0.5237,0.7429,0.5
BIMBOA.MX,arima,0.707,0.8554,0.9249,0.0118,0.6551,0.7422,0.1667
BIMBOA.MX,lgbm,1.0303,1.6103,1.269,0.0172,0.3506,0.7114,0.6667
BIMBOA.MX,xgb,0.8924,1.3631,1.1675,0.0149,0.4503,0.709,0.5
CEMEXCPO.MX,Top3Ensamble,0.4548,0.2576,0.5075,0.027,-0.4616,0.7124,0.1667
CEMEXCPO.MX,arima,0.151,0.0376,0.1938,0.0089,0.7869,0.8417,0.0
CEMEXCPO.MX,lgbm,0.2413,0.0751,0.274,0.0143,0.5739,0.8178,0.1667
CEMEXCPO.MX,linreg,1.0589,1.2895,1.1356,0.0629,-6.3178,0.0453,1.0
EEM,Top3Ensamble,0.3063,0.1862,0.4315,0.0061,-1.3105,-1.0019,0.3333
EEM,arima,0.3082,0.1496,0.3867,0.0061,-0.8559,-0.8447,0.3333
EEM,lgbm,0.4054,0.2863,0.535,0.0081,-2.5525,-1.4687,0.3333
EEM,rf,0.2879,0.1727,0.4156,0.0057,-1.1434,-0.8732,0.3333
GFNORTEO.MX,Top3Ensamble,1.9446,6.3888,2.5276,0.0114,0.4115,0.5245,0.8333
GFNORTEO.MX,arima,1.9598,5.8285,2.4142,0.0115,0.4631,0.5077,0.8333
GFNORTEO.MX,lgbm,2.1216,7.5224,2.7427,0.0124,0.3071,0.5199,0.8333
GLD,Top3Ensamble,1.9008,4.2001,2.0494,0.006,0.9392,0.943,0.5
GLD,arima,1.9742,4.7191,2.1723,0.0062,0.9317,0.9411,0.5
GLD,lgbm,1.8274,4.2916,2.0716,0.0058,0.9379,0.9385,0.5
IEF,Top3Ensamble,0.2904,0.1047,0.3236,0.003,0.4803,0.6579,0.3333
IEF,lgbm,0.3171,0.13,0.3606,0.0033,0.3545,0.6233,0.3333
IEF,rf,0.256,0.082,0.2864,0.0027,0.5929,0.7002,0.1667
IEF,xgb,0.2982,0.1092,0.3305,0.0031,0.4578,0.6329,0.3333
QQQ,Top3Ensamble,4.3606,26.2443,5.1229,0.0076,-0.6216,-0.3872,0.8333
QQQ,arima,3.7078,20.6201,4.5409,0.0065,-0.2741,-0.2719,0.8333
QQQ,lgbm,5.0706,31.252,5.5904,0.0089,-0.931,-0.5829,0.8333
QQQ,xgb,4.6848,36.133,6.0111,0.0082,-1.2326,-0.5683,0.8333
SPY,Top3Ensamble,3.4454,19.2886,4.3919,0.0053,-0.2642,-0.0715,0.8333
SPY,arima,3.2122,15.0745,3.8826,0.005,0.012,0.0248,0.8333
SPY,lgbm,3.3279,18.2326,4.27,0.0052,-0.1949,-0.0753,0.8333
SPY,xgb,4.5949,33.6118,5.7976,0.0071,-1.2029,-0.4663,0.8333
VNQ,Top3Ensamble,0.6623,0.6698,0.8184,0.0073,0.2541,0.3906,0.3333
VNQ,lgbm,0.7304,0.7825,0.8846,0.008,0.1287,0.3195,0.3333
VNQ,rf,0.6325,0.6477,0.8048,0.0069,0.2788,0.3868,0.3333
VNQ,xgb,0.6369,0.6357,0.7973,0.007,0.2921,0.4094,0.3333
WALMEX.MX,Top3Ensamble,0.5903,0.6116,0.7821,0.0105,-0.0434,0.1033,0.3333
WALMEX.MX,arima,0.599,0.499,0.7064,0.0106,0.1488,0.1853,0.3333
WALMEX.MX,linreg,1.117,1.9499,1.3964,0.0199,-2.3264,-0.7584,0.8333
WALMEX.MX,rf,0.5134,0.4107,0.6409,0.0091,0.2994,0.3071,0.3333
