ticker,model,MAE,MSE,RMSE,MAPE,R2,EVS,drift_score
BIMBOA.MX,Top3Ensamble,0.6723,0.8015,0.8953,0.0107,0.694,0.7072,0.1667
BIMBOA.MX,arima,0.7669,0.8764,0.9362,0.0122,0.6654,0.6723,0.3333
BIMBOA.MX,lgbm,0.7005,0.8659,0.9306,0.0111,0.6694,0.6748,0.3333
BIMBOA.MX,xgb,0.6997,0.9167,0.9574,0.0111,0.6501,0.6855,0.3333
CEMEXCPO.MX,Top3Ensamble,0.2201,0.0659,0.2567,0.0131,0.3808,0.6498,0.3333
CEMEXCPO.MX,arima,0.1827,0.0428,0.207,0.0109,0.5975,0.6102,0.3333
CEMEXCPO.MX,lgbm,0.1487,0.0253,0.1591,0.009,-2.6089,-2.5934,0.3333
CEMEXCPO.MX,linreg,0.6349,0.5073,0.7123,0.0383,-71.3062,-13.8602,0.3333
CEMEXCPO.MX,rf,0.2624,0.0972,0.3118,0.0155,0.2475,0.6384,0.3333
EEM,Top3Ensamble,0.5086,0.5952,0.7715,0.0096,-0.196,-0.196,0.3333
EEM,arima,0.5139,0.5276,0.7264,0.0097,-0.0601,-0.0563,0.3333
EEM,lgbm,0.1461,0.0348,0.1865,0.0028,0.4565,0.4973,0.3333
EEM,rf,0.5283,0.7,0.8367,0.0099,-0.4066,-0.4023,0.3333
GFNORTEO.MX,Top3Ensamble,3.9843,20.1009,4.4834,0.0225,-1.0483,-0.9935,0.8333
GFNORTEO.MX,arima,3.3733,13.917,3.7305,0.0188,-0.5774,-0.5744,0.8333
GFNORTEO.MX,lgbm,3.4732,13.3043,3.6475,0.0193,-0.508,-0.4832,0.8333
GFNORTEO.MX,rf,6.7135,68.876,8.2992,0.038,-8.0161,-6.6273,0.8333
GFNORTEO.MX,xgb,2.0623,6.5017,2.5498,0.0117,0.1489,0.3955,0.8333
GLD,Top3Ensamble,4.1231,24.1449,4.9137,0.0113,0.8084,0.869,0.5
GLD,arima,3.6437,19.1714,4.3785,0.01,0.8479,0.8811,0.5
GLD,lgbm,3.5564,17.7813,4.2168,0.0101,0.1786,0.4041,0.8333
GLD,rf,4.7103,30.7717,5.5472,0.0128,0.5666,0.7139,0.6667
GLD,xgb,5.2542,36.1508,6.0126,0.0142,0.4908,0.7315,0.6667
IEF,Top3Ensamble,0.1824,0.0585,0.2419,0.0019,0.2969,0.3926,0.3333
IEF,arima,0.1744,0.0584,0.2416,0.0018,0.4508,0.4761,0.3333
IEF,lgbm,0.2144,0.0832,0.2884,0.0022,0.0005,0.3082,0.3333
IEF,rf,0.1854,0.056,0.2366,0.0019,0.3274,0.3945,0.3333
IEF,xgb,0.1478,0.0339,0.184,0.0015,-1.4783,-1.4767,0.3333
QQQ,Top3Ensamble,5.1495,52.875,7.2715,0.0086,-0.4597,-0.4435,0.8333
QQQ,arima,2.2862,5.3927,2.3222,0.0038,0.0453,0.0676,0.8333
QQQ,lgbm,5.3097,53.185,7.2928,0.0089,-0.4682,-0.4622,0.8333
QQQ,rf,6.1555,71.8684,8.4775,0.0103,-0.9576,-0.9546,0.8333
QQQ,xgb,6.1079,64.1563,8.0098,0.0102,-0.7711,-0.6682,0.8333
SPY,Top3Ensamble,3.811,31.4322,5.6064,0.0058,-0.0686,-0.0647,0.8333
SPY,arima,3.8463,36.3125,6.026,0.0058,-0.2345,-0.182,0.8333
SPY,lgbm,3.0841,12.231,3.4973,0.0047,-0.6708,-0.4523,0.8333
SPY,rf,4.0122,38.5345,6.2076,0.0061,-0.1814,-0.1746,0.8333
SPY,xgb,4.6603,36.9354,6.0775,0.007,-0.2557,-0.098,0.8333
VNQ,Top3Ensamble,0.5737,0.6034,0.7768,0.0064,0.3981,0.3981,0.3333
VNQ,lgbm,0.6364,0.6845,0.8273,0.007,0.3173,0.3302,0.3333
VNQ,rf,0.6411,0.6168,0.7854,0.0071,0.3848,0.402,0.3333
VNQ,xgb,0.5652,0.6623,0.8138,0.0063,0.3394,0.3394,0.3333
WALMEX.MX,Top3Ensamble,0.5476,0.5232,0.7233,0.0098,0.2759,0.2818,0.3333
WALMEX.MX,arima,0.3358,0.153,0.3911,0.006,-1.1262,-0.9845,0.3333
WALMEX.MX,linreg,0.5307,0.3623,0.6019,0.0094,-4.0364,-3.7803,0.3333
WALMEX.MX,rf,0.5179,0.418,0.6465,0.0092,0.4216,0.4278,0.3333
WALMEX.MX,xgb,0.7779,1.0488,1.0241,0.014,-0.0393,0.0458,0.6667
