ticker,model,regime_type,regime,MAE,MSE,RMSE,MAPE,R2,EVS,drift_score,total_regimes,failed_regimes,regime_only_failure
AAPL,_NaiveModel,high_vol_regime,high_vol_regime,5.4129,33.0624,5.75,0.0202,-2.52,-2.2489,0.8333,5,5,False
AAPL,_NaiveModel,high_vol_regime,normal_vol_regime,1.155,2.3602,1.5363,0.0043,0.9546,0.955,0.5,5,5,False
AMD,_NaiveModel,high_vol_regime,high_vol_regime,12.7442,268.6566,16.3907,0.0435,0.8471,0.8842,0.5,5,5,False
AMD,_NaiveModel,high_vol_regime,normal_vol_regime,1.2633,2.2393,1.4964,0.0046,0.9961,0.9989,0.5,5,5,False
AMZN,_NaiveModel,high_vol_regime,high_vol_regime,6.104,44.0221,6.6349,0.0245,0.8706,0.9801,0.5,5,5,False
AMZN,_NaiveModel,high_vol_regime,normal_vol_regime,1.337,2.3557,1.5348,0.0054,0.9876,0.988,0.5,5,5,False
ASML,_NaiveModel,high_vol_regime,high_vol_regime,34.335,1396.6763,37.3721,0.0241,0.5271,0.5318,0.8333,5,5,False
ASML,_NaiveModel,high_vol_regime,normal_vol_regime,15.3099,234.3942,15.3099,0.0106,,1.0,0.5,5,5,False
AVGO,_NaiveModel,high_vol_regime,high_vol_regime,12.3237,185.4767,13.619,0.0313,0.8088,0.846,0.5,5,5,False
AVGO,_NaiveModel,high_vol_regime,normal_vol_regime,2.3529,6.827,2.6128,0.0058,0.9945,0.9945,0.5,5,5,False
BRK-B,_NaiveModel,high_vol_regime,high_vol_regime,5.25,27.5725,5.251,0.0111,-0.9044,0.9993,0.6667,5,5,False
BRK-B,_NaiveModel,high_vol_regime,normal_vol_regime,2.2315,7.1257,2.6694,0.0047,0.6281,0.7442,0.6667,5,5,False
CAT,_NaiveModel,high_vol_regime,high_vol_regime,19.72,421.2504,20.5244,0.0253,0.7737,0.781,0.5,5,5,False
CAT,_NaiveModel,high_vol_regime,normal_vol_regime,3.3711,15.5052,3.9377,0.0042,0.9495,0.9617,0.5,5,5,False
COST,_NaiveModel,high_vol_regime,high_vol_regime,19.08,421.749,20.5365,0.0191,-2.6071,-2.2291,0.8333,5,5,False
COST,_NaiveModel,high_vol_regime,normal_vol_regime,4.864,35.4424,5.9534,0.0049,0.7419,0.7557,0.5,5,5,False
CRM,_NaiveModel,high_vol_regime,high_vol_regime,5.9844,52.5981,7.2525,0.0341,-0.0727,-0.0519,0.8333,5,5,False
CRM,_NaiveModel,high_vol_regime,normal_vol_regime,0.9633,1.0334,1.0165,0.0053,0.9663,0.9696,0.3333,5,5,False
GOOGL,_NaiveModel,high_vol_regime,high_vol_regime,6.324,45.7043,6.7605,0.0191,0.7699,0.8694,0.5,5,5,False
GOOGL,_NaiveModel,high_vol_regime,normal_vol_regime,0.992,1.1791,1.0859,0.0031,0.9967,0.9995,0.3333,5,5,False
JNJ,_NaiveModel,high_vol_regime,high_vol_regime,3.7833,14.7509,3.8407,0.0164,0.1441,0.4422,0.8333,5,5,False
JNJ,_NaiveModel,high_vol_regime,normal_vol_regime,1.1667,2.105,1.4508,0.005,0.955,0.9554,0.5,5,5,False
JPM,_NaiveModel,high_vol_regime,high_vol_regime,4.52,21.6751,4.6557,0.0145,-0.6113,-0.6036,0.8333,5,5,False
JPM,_NaiveModel,high_vol_regime,normal_vol_regime,1.1378,2.4446,1.5635,0.0037,0.9476,0.9477,0.5,5,5,False
LLY,_NaiveModel,high_vol_regime,high_vol_regime,21.6267,517.3718,22.7458,0.0236,0.2441,0.2761,0.8333,5,5,False
LLY,_NaiveModel,high_vol_regime,normal_vol_regime,5.7833,41.2547,6.423,0.0063,0.8773,0.9219,0.5,5,5,False
LMT,_NaiveModel,high_vol_regime,high_vol_regime,13.95,220.2044,14.8393,0.0247,0.823,0.9204,0.5,5,5,False
LMT,_NaiveModel,high_vol_regime,normal_vol_regime,2.7283,12.7599,3.5721,0.0045,0.9946,0.995,0.5,5,5,False
MA,_NaiveModel,high_vol_regime,high_vol_regime,8.1275,67.3338,8.2057,0.0161,0.3588,0.3593,0.8333,5,5,False
MA,_NaiveModel,high_vol_regime,normal_vol_regime,2.8945,10.7981,3.286,0.0057,0.8316,0.8328,0.5,5,5,False
