ticker,model,MAE,MSE,RMSE,MAPE,R2,EVS,drift_score
BIMBOA.MX,Top3Ensamble,0.6748,0.5189,0.7204,0.0135,-1.1117,-0.7274,0.3333
BIMBOA.MX,arima,0.7142,0.6235,0.7896,0.0142,-1.537,-1.4934,0.3333
BIMBOA.MX,lgbm,0.7213,0.6275,0.7921,0.0144,-1.5534,-0.9173,0.3333
BIMBOA.MX,xgb,0.5887,0.4663,0.6829,0.0118,-0.8976,-0.1695,0.3333
CEMEXCPO.MX,Top3Ensamble,0.347,0.1748,0.4181,0.0237,0.0488,0.464,0.3333
CEMEXCPO.MX,arima,0.2949,0.1472,0.3837,0.0201,0.1986,0.4336,0.3333
CEMEXCPO.MX,lgbm,0.2809,0.1335,0.3654,0.0191,0.2733,0.4576,0.3333
CEMEXCPO.MX,linreg,0.4698,0.2937,0.5419,0.032,-0.5984,0.4406,0.3333
EEM,Top3Ensamble,0.2576,0.0987,0.3141,0.0052,0.0541,0.4842,0.3333
EEM,arima,0.2433,0.0781,0.2794,0.0049,0.2516,0.4079,0.3333
EEM,lgbm,0.2719,0.1152,0.3394,0.0055,-0.1042,0.5563,0.3333
EEM,rf,0.296,0.1202,0.3467,0.006,-0.1523,0.4244,0.3333
GFNORTEO.MX,Top3Ensamble,2.2955,9.4841,3.0796,0.0139,0.1235,0.2307,0.8333
GFNORTEO.MX,arima,2.3505,8.882,2.9803,0.0142,0.1791,0.2717,0.8333
GFNORTEO.MX,lgbm,2.2596,11.3275,3.3656,0.0136,-0.0469,0.0909,0.8333
GFNORTEO.MX,lstm,2.3384,8.8561,2.9759,0.0142,0.1815,0.2758,0.8333
GLD,Top3Ensamble,2.3687,7.2388,2.6905,0.0076,0.1301,0.1311,0.8333
GLD,arima,2.3012,7.4258,2.725,0.0074,0.1077,0.1083,0.8333
GLD,lgbm,2.4363,7.549,2.7476,0.0078,0.0929,0.1003,0.8333
IEF,Top3Ensamble,0.2794,0.081,0.2847,0.003,0.0142,0.058,0.3333
IEF,lgbm,0.2983,0.0948,0.3078,0.0032,-0.1528,-0.0679,0.3333
IEF,rf,0.2426,0.0655,0.2559,0.0026,0.2032,0.2153,0.3333
IEF,xgb,0.2973,0.0911,0.3019,0.0031,-0.1087,-0.0573,0.3333
QQQ,Top3Ensamble,2.9955,12.633,3.5543,0.0053,-1.1927,-0.023,0.8333
QQQ,arima,2.139,6.3825,2.5264,0.0038,-0.1078,0.1042,0.8333
QQQ,lgbm,3.7852,23.0963,4.8059,0.0067,-3.0088,-0.5452,0.8333
QQQ,xgb,3.3963,15.6966,3.9619,0.006,-1.7244,-0.2493,0.8333
SPY,Top3Ensamble,2.3002,9.4868,3.0801,0.0037,0.1802,0.5622,0.8333
SPY,arima,1.7687,6.3109,2.5121,0.0028,0.4547,0.6583,0.8333
SPY,lgbm,2.6065,10.1778,3.1903,0.0041,0.1205,0.3518,0.8333
SPY,xgb,3.1364,14.1453,3.761,0.005,-0.2223,0.6277,0.8333
VNQ,Top3Ensamble,0.5077,0.5107,0.7146,0.0056,0.4491,0.6293,0.3333
VNQ,lgbm,0.6452,0.6978,0.8353,0.0071,0.2474,0.5969,0.3333
VNQ,rf,0.4446,0.412,0.6419,0.0049,0.5556,0.6417,0.3333
VNQ,xgb,0.4956,0.4791,0.6922,0.0054,0.4833,0.6344,0.3333
WALMEX.MX,Top3Ensamble,1.5464,4.3131,2.0768,0.0292,-0.1308,0.0373,0.8333
WALMEX.MX,arima,1.5847,4.1681,2.0416,0.0299,-0.0927,-0.0711,0.8333
WALMEX.MX,linreg,1.8116,5.3429,2.3115,0.0345,-0.4008,0.1825,0.8333
WALMEX.MX,rf,1.633,4.5861,2.1415,0.0308,-0.2023,-0.1004,0.8333
