ticker,model,regime_type,regime,MAE,MSE,RMSE,MAPE,R2,EVS,drift_score,total_regimes,failed_regimes,regime_only_failure
AAPL,_NaiveModel,high_vol_regime,high_vol_regime,5.6117,33.9,5.8224,0.0178,-0.0818,0.056,0.8333,5,5,False
AAPL,_NaiveModel,high_vol_regime,normal_vol_regime,1.3667,2.7607,1.6615,0.0044,0.8198,0.8208,0.5,5,5,False
AMD,_NaiveModel,high_vol_regime,high_vol_regime,15.426,299.6092,17.3092,0.032,0.0686,0.1097,0.8333,5,5,False
AMD,_NaiveModel,high_vol_regime,normal_vol_regime,2.584,8.9659,2.9943,0.0054,0.6328,0.6645,0.8333,5,5,False
AMZN,_NaiveModel,high_vol_regime,high_vol_regime,4.9571,26.0813,5.107,0.0189,0.4983,0.5223,0.8333,5,5,False
AMZN,_NaiveModel,high_vol_regime,normal_vol_regime,1.665,3.0969,1.7598,0.0063,0.8639,0.918,0.5,5,5,False
ASML,_NaiveModel,high_vol_regime,high_vol_regime,37.4413,1857.0755,43.0938,0.021,0.6127,0.6299,0.8333,5,5,False
ASML,_NaiveModel,high_vol_regime,normal_vol_regime,6.0486,55.0484,7.4195,0.0034,0.957,0.9573,0.5,5,5,False
AVGO,_NaiveModel,high_vol_regime,high_vol_regime,12.1738,190.7807,13.8123,0.032,0.6926,0.7375,0.6667,5,5,False
AVGO,_NaiveModel,high_vol_regime,normal_vol_regime,1.3229,2.0129,1.4188,0.0035,0.9953,0.9953,0.5,5,5,False
BRK-B,_NaiveModel,high_vol_regime,high_vol_regime,7.3067,54.6514,7.3927,0.0143,0.7001,0.765,0.5,5,5,False
BRK-B,_NaiveModel,high_vol_regime,normal_vol_regime,2.0933,6.1335,2.4766,0.0042,0.8425,0.8799,0.5,5,5,False
CAT,_NaiveModel,high_vol_regime,high_vol_regime,18.4967,446.542,21.1315,0.0223,0.4178,0.4967,0.8333,5,5,False
CAT,_NaiveModel,high_vol_regime,normal_vol_regime,2.2567,8.5147,2.918,0.0027,0.9754,0.982,0.5,5,5,False
COST,_NaiveModel,high_vol_regime,high_vol_regime,17.7483,342.4027,18.5041,0.0187,-0.7164,-0.7111,0.8333,5,5,False
COST,_NaiveModel,high_vol_regime,normal_vol_regime,4.0244,22.0112,4.6916,0.0042,0.5496,0.5783,0.8333,5,5,False
CRM,_NaiveModel,high_vol_regime,high_vol_regime,9.785,248.4101,15.761,0.0442,0.1143,0.2905,0.8333,5,4,True
CRM,_NaiveModel,high_vol_regime,normal_vol_regime,0.59,0.6298,0.7936,0.0025,0.999,0.9991,0.0,5,4,True
GOOGL,_NaiveModel,high_vol_regime,high_vol_regime,4.946,25.8786,5.0871,0.0145,-1.4782,-0.4442,0.8333,5,5,False
GOOGL,_NaiveModel,high_vol_regime,normal_vol_regime,1.826,4.7885,2.1883,0.0052,0.7903,0.7916,0.5,5,5,False
JNJ,_NaiveModel,high_vol_regime,high_vol_regime,4.7371,26.4592,5.1439,0.0176,-4.0711,-3.9139,0.8333,5,5,False
JNJ,_NaiveModel,high_vol_regime,normal_vol_regime,1.7987,3.7963,1.9484,0.0068,0.8605,0.8852,0.5,5,5,False
JPM,_NaiveModel,high_vol_regime,high_vol_regime,5.5033,30.5402,5.5263,0.0155,-3.8402,-3.0043,0.8333,5,5,False
