ticker,model,MAE,MSE,RMSE,MAPE,R2,EVS,drift_score
BIMBOA.MX,Top3Ensamble,0.8698,1.1338,1.0648,0.0132,0.7451,0.7459,0.3333
BIMBOA.MX,lgbm,0.8794,1.23,1.109,0.0133,0.7234,0.7256,0.3333
BIMBOA.MX,rf,0.8885,1.1387,1.0671,0.0136,0.7439,0.755,0.3333
CEMEXCPO.MX,Top3Ensamble,0.3787,0.2153,0.464,0.0175,-1.5526,-1.4535,0.3333
CEMEXCPO.MX,arima,0.3328,0.2006,0.4478,0.0154,-1.3776,-1.3771,0.3333
CEMEXCPO.MX,rf,0.4058,0.2288,0.4783,0.0187,-1.7122,-1.3738,0.3333
CEMEXCPO.MX,xgb,0.4008,0.2386,0.4885,0.0185,-1.8288,-1.6795,0.3333
EEM,Top3Ensamble,0.4991,0.3594,0.5995,0.0081,0.5342,0.6175,0.3333
EEM,rf,0.4623,0.3391,0.5823,0.0075,0.5604,0.5607,0.3333
EEM,xgb,0.6329,0.6346,0.7966,0.0102,0.1774,0.491,0.3333
GFNORTEO.MX,Top3Ensamble,2.3318,10.7767,3.2828,0.0115,-0.0872,0.0538,0.8333
GFNORTEO.MX,lgbm,1.533,3.8147,1.9531,0.0076,0.6151,0.6357,0.8333
GFNORTEO.MX,rf,3.8056,34.0874,5.8384,0.0188,-2.439,-1.6394,0.8333
GLD,Top3Ensamble,8.2261,88.6897,9.4175,0.0176,-0.0583,0.2527,0.8333
GLD,arima,7.5179,75.4813,8.688,0.0161,0.0993,0.1927,0.8333
GLD,lgbm,6.8733,68.0415,8.2487,0.0147,0.1881,0.3684,0.8333
GLD,rf,11.4238,157.3788,12.5451,0.0244,-0.8779,0.0106,0.8333
IEF,Top3Ensamble,0.3116,0.1454,0.3813,0.0032,0.4606,0.7067,0.1667
IEF,linreg,0.4278,0.2503,0.5003,0.0044,0.0716,0.6818,0.3333
IEF,rf,0.2777,0.1224,0.3499,0.0029,0.5459,0.6885,0.3333
IEF,xgb,0.2827,0.1147,0.3386,0.0029,0.5747,0.6832,0.3333
QQQ,Top3Ensamble,5.5531,41.4179,6.4357,0.0091,-0.7049,-0.7046,0.8333
QQQ,lgbm,6.064,46.3875,6.8108,0.01,-0.9094,-0.9084,0.8333
QQQ,rf,5.4559,39.4537,6.2812,0.009,-0.624,-0.6196,0.8333
SPY,Top3Ensamble,4.0581,24.9921,4.9992,0.0059,-0.3985,-0.3966,0.8333
SPY,lgbm,4.2177,27.9449,5.2863,0.0061,-0.5638,-0.5401,0.8333
SPY,rf,3.9551,23.5069,4.8484,0.0058,-0.3154,-0.311,0.8333
VNQ,Top3Ensamble,0.5203,0.4559,0.6752,0.0055,0.4076,0.4531,0.3333
VNQ,arima,0.5387,0.4783,0.6916,0.0057,0.3785,0.4356,0.3333
VNQ,rf,0.5056,0.4356,0.66,0.0054,0.4339,0.4692,0.3333
WALMEX.MX,Top3Ensamble,0.5385,0.4584,0.677,0.0094,0.291,0.315,0.3333
WALMEX.MX,arima,0.5744,0.523,0.7232,0.01,0.191,0.2842,0.3333
WALMEX.MX,lgbm,0.5712,0.4844,0.696,0.0099,0.2508,0.251,0.3333
WALMEX.MX,rf,0.5614,0.461,0.679,0.0098,0.2869,0.3074,0.3333
