ticker,model,MAE,MSE,RMSE,MAPE,R2,EVS,drift_score
BIMBOA.MX,Top3Ensamble,0.701,0.5608,0.7489,0.014,-0.9754,-0.7142,0.3333
BIMBOA.MX,arima,0.7205,0.6511,0.8069,0.0143,-1.2935,-1.2932,0.3333
BIMBOA.MX,lgbm,0.7454,0.6766,0.8226,0.0149,-1.3832,-0.9137,0.3333
BIMBOA.MX,xgb,0.6371,0.5292,0.7274,0.0128,-0.8639,-0.1705,0.3333
CEMEXCPO.MX,Top3Ensamble,0.3135,0.1538,0.3922,0.0216,-0.4047,0.0822,0.3333
CEMEXCPO.MX,arima,0.2633,0.1326,0.3641,0.0182,-0.2106,0.0277,0.3333
CEMEXCPO.MX,lgbm,0.247,0.1166,0.3415,0.017,-0.0651,0.0987,0.3333
CEMEXCPO.MX,linreg,0.4357,0.2668,0.5165,0.03,-1.4356,0.0056,0.3333
EEM,Top3Ensamble,0.2738,0.1109,0.3329,0.0055,-0.0505,0.6601,0.3333
EEM,arima,0.2368,0.0778,0.279,0.0048,0.2626,0.6268,0.3333
EEM,lgbm,0.3117,0.1342,0.3664,0.0063,-0.272,0.649,0.3333
EEM,rf,0.3178,0.1357,0.3683,0.0064,-0.2858,0.6471,0.3333
GFNORTEO.MX,Top3Ensamble,1.8357,6.8069,2.609,0.0112,-0.46,-0.4232,0.8333
GFNORTEO.MX,arima,1.9545,6.6388,2.5766,0.012,-0.424,-0.393,0.8333
GFNORTEO.MX,lgbm,1.684,7.7748,2.7883,0.0103,-0.6676,-0.6197,0.8333
GFNORTEO.MX,lstm,1.9409,6.6142,2.5718,0.0119,-0.4187,-0.3859,0.8333
GLD,Top3Ensamble,2.3017,7.1655,2.6768,0.0074,0.257,0.2705,0.8333
GLD,arima,2.2944,7.7494,2.7838,0.0073,0.1965,0.22,0.8333
GLD,lgbm,2.309,7.1004,2.6647,0.0074,0.2638,0.27,0.8333
IEF,Top3Ensamble,0.2951,0.0888,0.298,0.0031,0.0738,0.18,0.3333
IEF,lgbm,0.3215,0.1063,0.3261,0.0034,-0.1089,0.0514,0.3333
IEF,rf,0.2518,0.0706,0.2656,0.0027,0.2641,0.3125,0.3333
IEF,xgb,0.312,0.099,0.3147,0.0033,-0.0326,0.0952,0.3333
QQQ,Top3Ensamble,2.8573,12.3009,3.5073,0.0051,-1.4323,-0.3017,0.8333
QQQ,arima,2.3086,7.2368,2.6901,0.0041,-0.431,-0.1906,0.8333
QQQ,lgbm,3.1885,17.9033,4.2312,0.0057,-2.5401,-0.556,0.8333
QQQ,xgb,3.4646,16.8262,4.102,0.0062,-2.3272,-0.6603,0.8333
SPY,Top3Ensamble,2.6808,11.0679,3.3269,0.0043,-0.2745,0.4199,0.8333
SPY,arima,2.062,7.3626,2.7134,0.0033,0.1522,0.5222,0.8333
SPY,lgbm,2.834,11.6173,3.4084,0.0045,-0.3377,0.1776,0.8333
SPY,xgb,3.4588,16.2619,4.0326,0.0055,-0.8725,0.505,0.8333
VNQ,Top3Ensamble,0.543,0.5813,0.7624,0.006,0.3615,0.6656,0.3333
VNQ,lgbm,0.7085,0.8023,0.8957,0.0078,0.1187,0.67,0.3333
VNQ,rf,0.4649,0.4633,0.6807,0.0051,0.4911,0.6525,0.3333
VNQ,xgb,0.5284,0.5441,0.7376,0.0058,0.4024,0.6624,0.3333
WALMEX.MX,Top3Ensamble,1.6885,4.9517,2.2252,0.032,-0.1971,0.0693,0.8333
WALMEX.MX,arima,1.685,4.7017,2.1683,0.0319,-0.1367,-0.0765,0.8333
WALMEX.MX,linreg,2.0968,6.2317,2.4963,0.0399,-0.5065,0.2396,0.8333
WALMEX.MX,rf,1.7388,5.1844,2.2769,0.0329,-0.2534,-0.0602,0.8333
