ticker,model,MAE,MSE,RMSE,MAPE,R2,EVS,drift_score
BIMBOA.MX,Top3Ensamble,1.2023,2.5186,1.587,0.0188,0.2094,0.2095,0.8333
BIMBOA.MX,arima,1.2451,2.5124,1.585,0.0194,0.2113,0.2163,0.8333
BIMBOA.MX,lgbm,1.2234,2.617,1.6177,0.0191,0.1785,0.1793,0.8333
BIMBOA.MX,xgb,1.2466,2.6514,1.6283,0.0194,0.1677,0.1677,0.8333
CEMEXCPO.MX,Top3Ensamble,0.317,0.2888,0.5374,0.0167,-7.593,-7.2381,0.3333
CEMEXCPO.MX,arima,0.2907,0.2578,0.5078,0.0154,-6.6701,-6.5277,0.3333
CEMEXCPO.MX,rf,0.3565,0.3369,0.5804,0.0188,-9.0227,-8.36,0.3333
EEM,Top3Ensamble,0.3926,0.2634,0.5132,0.0071,-0.1433,-0.0872,0.3333
EEM,arima,0.3933,0.2606,0.5105,0.0071,-0.1315,-0.0689,0.3333
EEM,rf,0.3973,0.2679,0.5176,0.0072,-0.163,-0.113,0.3333
GFNORTEO.MX,Top3Ensamble,1.9333,7.211,2.6853,0.0108,0.1991,0.2243,0.8333
GFNORTEO.MX,rf,1.9643,7.162,2.6762,0.011,0.2045,0.2293,0.8333
GFNORTEO.MX,xgb,1.9064,7.3527,2.7116,0.0107,0.1833,0.209,0.8333
GLD,Top3Ensamble,4.0067,23.9448,4.8933,0.0107,0.5329,0.5486,0.8333
GLD,arima,3.9538,22.9822,4.794,0.0106,0.5517,0.5522,0.8333
GLD,rf,4.2683,27.1511,5.2107,0.0114,0.4704,0.515,0.8333
GLD,xgb,3.8983,24.0068,4.8997,0.0104,0.5317,0.5518,0.8333
IEF,Top3Ensamble,0.2131,0.0745,0.2729,0.0022,0.1945,0.195,0.3333
IEF,arima,0.2229,0.0861,0.2934,0.0023,0.0689,0.1487,0.3333
IEF,lgbm,0.2311,0.0919,0.3031,0.0024,0.0066,0.1288,0.3333
IEF,rf,0.2005,0.0696,0.2638,0.0021,0.2474,0.2474,0.3333
QQQ,Top3Ensamble,6.0578,53.5711,7.3192,0.0098,0.4273,0.4583,0.8333
QQQ,lgbm,6.1603,55.3362,7.4388,0.0099,0.4085,0.4337,0.8333
QQQ,rf,6.021,53.4458,7.3107,0.0097,0.4287,0.4606,0.8333
QQQ,xgb,6.0735,54.9134,7.4104,0.0098,0.413,0.4494,0.8333
SPY,Top3Ensamble,4.1711,32.7464,5.7224,0.0062,0.2141,0.2603,0.8333
SPY,arima,4.3257,38.504,6.2052,0.0064,0.0759,0.2864,0.8333
SPY,rf,4.2396,30.6285,5.5343,0.0063,0.2649,0.2844,0.8333
SPY,xgb,4.5748,33.7614,5.8105,0.0068,0.1898,0.1919,0.8333
VNQ,Top3Ensamble,0.7141,0.9836,0.9918,0.008,-0.6081,-0.3773,0.3333
VNQ,lgbm,0.728,0.9844,0.9922,0.0081,-0.6094,-0.3397,0.3333
VNQ,rf,0.6904,0.9781,0.989,0.0077,-0.5991,-0.4036,0.3333
VNQ,xgb,0.7919,1.075,1.0368,0.0088,-0.7574,-0.5272,0.6667
WALMEX.MX,Top3Ensamble,0.723,0.7079,0.8414,0.0116,-0.4597,-0.2365,0.3333
WALMEX.MX,rf,0.6828,0.6589,0.8117,0.011,-0.3586,-0.1259,0.3333
WALMEX.MX,xgb,0.796,0.8779,0.937,0.0128,-0.8101,-0.5963,0.3333
