ticker,model,MAE,MSE,RMSE,MAPE,R2,EVS,drift_score
BIMBOA.MX,Top3Ensamble,0.9625,1.3253,1.1512,0.0155,-0.1684,-0.1347,0.6667
BIMBOA.MX,arima,1.0246,1.4197,1.1915,0.0165,-0.2517,-0.2341,0.8333
BIMBOA.MX,lgbm,0.9533,1.3115,1.1452,0.0154,-0.1563,-0.0858,0.6667
BIMBOA.MX,xgb,0.9413,1.3832,1.1761,0.0152,-0.2195,-0.196,0.6667
CEMEXCPO.MX,Top3Ensamble,0.2667,0.108,0.3287,0.0155,0.5341,0.5523,0.3333
CEMEXCPO.MX,arima,0.2566,0.1022,0.3198,0.0149,0.559,0.5594,0.3333
CEMEXCPO.MX,rf,0.2863,0.1266,0.3558,0.0166,0.454,0.5167,0.3333
EEM,Top3Ensamble,0.6409,0.7223,0.8499,0.012,-0.2176,-0.204,0.3333
EEM,arima,0.6056,0.6223,0.7888,0.0113,-0.0489,-0.0473,0.3333
EEM,rf,0.679,0.8535,0.9238,0.0127,-0.4387,-0.4018,0.3333
GFNORTEO.MX,Top3Ensamble,3.6616,18.8119,4.3373,0.0209,-2.9787,-2.6679,0.8333
GFNORTEO.MX,rf,5.6413,53.8124,7.3357,0.0322,-10.3814,-8.2845,0.8333
GFNORTEO.MX,xgb,2.0403,6.7048,2.5894,0.0117,-0.4181,-0.3073,0.8333
GLD,Top3Ensamble,6.9345,87.0588,9.3305,0.0182,0.2633,0.2969,0.8333
GLD,arima,6.8058,85.702,9.2575,0.0178,0.2748,0.2866,0.8333
GLD,rf,6.9302,87.5241,9.3554,0.0182,0.2594,0.2903,0.8333
GLD,xgb,7.4422,90.329,9.5042,0.0196,0.2357,0.3061,0.8333
IEF,Top3Ensamble,0.2117,0.0696,0.2637,0.0022,0.7491,0.8087,0.0
IEF,arima,0.1911,0.0616,0.2482,0.002,0.7777,0.7866,0.0
IEF,lgbm,0.2515,0.1001,0.3163,0.0026,0.639,0.8219,0.1667
IEF,rf,0.2103,0.0681,0.261,0.0022,0.7543,0.7987,0.0
QQQ,Top3Ensamble,5.7487,57.5403,7.5855,0.0095,-0.2945,-0.294,0.8333
QQQ,lgbm,5.9072,58.2807,7.6342,0.0098,-0.3111,-0.31,0.8333
QQQ,rf,5.6579,56.8094,7.5372,0.0094,-0.278,-0.2756,0.8333
QQQ,xgb,5.9936,59.7357,7.7289,0.0099,-0.3439,-0.3416,0.8333
SPY,Top3Ensamble,4.6044,37.5313,6.1263,0.0069,-0.0703,-0.0648,0.8333
SPY,arima,4.6149,41.6866,6.4565,0.007,-0.1888,-0.153,0.8333
SPY,rf,4.4127,35.2815,5.9398,0.0066,-0.0062,-0.0016,0.8333
SPY,xgb,5.0064,42.1841,6.4949,0.0075,-0.203,-0.0833,0.8333
VNQ,Top3Ensamble,0.5278,0.4554,0.6748,0.0058,0.7362,0.7666,0.0
VNQ,lgbm,0.5526,0.4618,0.6795,0.0061,0.7325,0.7915,0.0
VNQ,rf,0.6107,0.5069,0.712,0.0068,0.7063,0.7109,0.0
VNQ,xgb,0.5561,0.5261,0.7253,0.0061,0.6952,0.7404,0.1667
WALMEX.MX,Top3Ensamble,0.8163,1.5667,1.2517,0.0137,0.803,0.8534,0.3333
WALMEX.MX,rf,0.9353,1.7561,1.3252,0.0156,0.7792,0.8529,0.3333
WALMEX.MX,xgb,0.7921,1.5169,1.2316,0.0133,0.8093,0.8408,0.3333
